HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 158;297.277222;127.897766;466.079468;457.959045;479.537109;491.767853;596.868469;623.205139;629.952698;115.597626;409.680878;392.003784;377.319733;376.915161;354.745972;354.249115;354.329834;131.895477;83.562592;65.957855;47.392838;348.673737;383.262665;410.471802;362.471680;397.363098;423.290619;142.858719;531.140503;556.107239;552.657593;534.092590;606.752197;304.261536;355.881836;158.846878;197.134766;658.419189;331.547302;354.452087;517.803223;434.319092;400.509521;165.171448;181.869492;105.510086;72.145844;119.793121;97.805862;75.664093;0.000000;44.418579;148.392456;49.031113;149.334534;127.355568;138.348007;136.269012;163.878784;189.339188;293.590363;177.086319;115.714874;327.464996;307.493591;345.022064;259.727600;695.252502;474.072144;160.433487;462.625793;158.577820;247.317642;441.856476;248.901718;377.167328;379.487213;246.068924;185.796082;265.493958;355.003540;169.235474;183.320053;287.034119;203.879227;227.155319;256.854187;233.578110;352.587372;217.510941;263.536560;249.157120;308.087860;293.708405;392.174652;382.107605;371.515778;360.370880;453.777924;440.213043;402.400177;387.937103;381.841278;404.586212;276.530701;282.476776;298.631409;323.435944;279.892853;470.858368;418.784027;218.976151;235.342163;194.783524;252.860367;167.709976;289.736450;192.412292;350.427887;253.103729;102.777916;21.431427;163.871826;126.836304;301.041046;314.632599;333.453461;21.204544;613.563599;636.278687;666.289368;228.768906;143.862396;135.017975;448.420746;396.144806;420.853302;412.645599;487.003113;388.392639;426.124908;366.655914;120.373154;384.726471;179.463943;233.397736;152.225159;134.489029;444.121307
HP 159;252.858627;172.316345;467.635193;459.514771;481.092834;493.323578;598.424194;624.760864;631.508423;160.016205;365.262299;393.559509;378.875458;378.470886;356.301697;355.804840;355.885559;176.314041;127.981171;110.376434;91.811417;350.229462;384.818390;412.027527;364.027405;398.918823;424.846344;98.440140;532.696228;557.662964;554.213318;535.648315;608.307922;305.817261;357.437561;114.428299;198.690491;614.000610;333.103027;356.007812;519.358948;435.874817;362.649292;163.615723;137.450912;141.161148;107.796906;118.237396;99.361588;78.883423;44.418579;0.000000;146.836731;73.030991;169.968231;171.774139;182.766571;137.824738;208.297348;187.783463;249.171799;175.530594;102.949097;329.020721;309.049316;346.577789;261.283325;696.808228;475.627869;158.877762;464.181519;202.996399;248.873367;443.412201;204.483139;332.748749;335.068634;201.650345;169.081390;263.938232;310.584930;153.082718;138.901474;242.615555;159.460648;182.736740;212.435623;189.159531;308.168823;173.092361;219.117996;204.738541;263.669312;249.289841;347.756073;337.689026;327.097198;315.952301;409.359344;395.794464;357.981598;343.518524;337.422699;360.167633;232.112137;238.058212;254.212845;279.017395;235.474289;426.439789;374.365448;174.557571;190.923584;193.227798;251.304642;212.128540;291.292175;193.968018;351.983612;254.659454;104.333641;22.987152;165.427551;114.070526;302.596771;316.188324;335.009186;65.623123;615.119324;637.834412;667.845093;230.324631;142.306671;179.436554;404.002167;351.726227;376.434723;368.227020;442.584534;343.974060;381.706329;322.237335;164.791733;340.307892;135.045364;231.842010;193.313797;178.907593;445.677032
HP 16;290.628754;194.093292;540.639832;532.519348;554.097412;566.328125;671.428711;697.765381;704.512939;181.793152;403.032410;466.564087;451.880035;451.475464;429.306274;428.809418;428.890137;197.242386;189.545959;171.941223;153.376205;423.234039;457.822968;485.032104;437.031982;471.923401;497.850922;75.485588;605.700745;630.667480;627.217834;608.652832;681.312439;378.821808;430.442108;91.473747;271.695068;651.770752;406.107605;429.012390;592.363464;508.879364;400.419403;16.778996;175.221039;164.054123;134.127258;104.779907;230.489685;181.647461;148.392456;146.836731;0.000000;99.361343;156.510742;178.489716;203.694916;284.661469;226.982193;40.946743;286.941925;28.693874;207.991013;466.711060;446.739655;419.582367;334.287903;769.812744;522.718384;12.041036;537.186096;224.773346;321.877930;516.416748;242.253265;370.518890;372.838776;239.420471;37.403633;192.123688;348.355072;20.843018;67.121796;172.032959;136.506104;112.154144;141.853027;166.204987;285.214264;210.862488;256.888123;242.508667;301.439423;287.059967;385.526215;375.459167;364.867340;353.722443;447.129456;433.564575;395.751709;381.288635;375.192841;397.937775;269.882263;275.828339;291.982971;316.787506;273.244415;464.209900;412.135559;103.974976;120.340988;46.391079;179.490097;230.813385;428.982513;331.658356;424.988190;327.664032;251.170364;169.823883;312.264282;219.112442;440.287109;453.878662;472.699524;127.187912;688.123840;710.838928;740.849609;303.329193;70.492126;170.827301;441.772278;389.496338;414.204834;405.997131;480.354645;381.744202;419.476471;360.007477;155.378067;378.078033;112.090813;160.027466;179.856308;197.592438;518.681641
HP 160;290.655182;134.519791;515.110596;506.990173;528.568237;540.798950;645.899536;672.236206;678.983765;122.219650;403.058838;441.034912;426.350861;425.946289;403.777100;403.280243;403.360962;137.668884;90.184616;72.579880;54.014862;397.704865;432.293793;459.502930;411.502808;446.394226;472.321747;136.236694;580.171570;605.138306;601.688660;583.123657;655.783264;353.292633;404.912933;152.224854;246.165878;651.797119;380.578430;403.483215;566.834290;483.350189;400.445831;116.140335;175.247467;68.130157;34.765915;70.762009;146.836975;82.286118;49.031113;73.030991;99.361343;0.000000;122.492851;118.916222;144.121414;185.300125;169.652206;140.308090;286.968353;128.055222;140.745651;376.496124;356.524719;394.053192;308.758728;744.283569;522.744812;111.402382;511.656921;165.199844;296.348755;490.887604;242.279694;370.545319;372.865204;239.446899;136.764969;216.462860;348.381500;120.204361;166.483139;271.394287;197.257202;211.515488;241.214371;226.956085;345.965363;210.888916;256.914551;242.535095;301.465851;287.086395;385.552643;375.485596;364.893768;353.748871;447.155884;433.591003;395.778137;381.315063;375.219269;397.964203;269.908691;275.854767;292.009399;316.813934;273.270844;464.236328;412.161987;203.336319;219.702332;145.752426;203.829254;173.483398;338.767578;241.443420;399.459015;302.134857;151.809036;70.462540;212.902954;151.867081;350.072174;363.663727;382.484589;27.826569;662.594666;685.309753;715.320435;277.800018;94.831284;111.253807;441.798706;389.522766;414.231262;406.023560;480.381073;381.770630;419.502899;360.033905;95.804565;378.104462;172.841919;184.366623;130.260422;140.262451;493.152435
HP 161;387.592407;64.566254;606.116638;597.996155;619.574219;631.804932;736.905640;763.242310;769.989868;55.376472;499.996063;532.040955;517.356934;516.952332;494.783142;494.286285;494.367004;40.731644;65.771950;83.376686;101.941704;488.710876;523.299805;550.508972;502.508820;537.400208;563.327759;231.996338;671.177673;696.144409;692.694763;674.129761;746.789368;444.298676;495.918976;247.984497;337.171906;748.734375;471.584442;494.489258;657.840393;574.356262;497.383057;173.289734;272.184692;57.440208;90.804451;51.730843;237.843033;173.292175;149.334549;169.968231;156.510742;122.492851;0.000000;21.978973;47.184174;276.306183;70.471466;197.457474;383.905579;185.204605;237.682892;467.502167;447.530762;485.059235;399.764771;835.289673;614.109314;168.551773;602.662903;68.262604;387.354797;581.893677;339.216919;467.482544;469.802429;336.384125;193.914368;181.427399;445.318726;177.353760;223.632553;328.543701;293.016846;268.664886;298.363770;322.715729;441.725006;307.826141;353.851776;339.472321;398.403076;384.023621;482.489868;472.422821;461.830994;450.686096;544.093079;530.528198;492.715363;478.252289;472.156494;494.901428;366.845917;372.791992;388.946625;413.751160;370.208069;561.173523;509.099213;260.485718;276.851746;202.901810;168.793793;74.302658;429.773621;332.449463;490.465057;393.140900;242.815079;170.765976;303.908997;248.804321;441.078217;454.669769;473.490631;128.130005;753.600769;776.315857;806.326538;368.806061;151.980698;14.316559;538.735901;486.459991;511.168488;502.960785;577.318237;478.707855;516.440125;456.971130;29.765800;475.041687;268.601562;149.331161;23.345568;41.081703;584.158447
HP 162;409.571411;42.587280;584.137756;576.017273;597.595337;609.826050;714.926636;741.263306;748.010864;33.397499;521.975098;510.062012;495.377960;494.973389;472.804199;472.307343;472.388062;18.752670;43.792976;61.397713;79.962730;466.731934;501.320862;528.530029;480.529877;515.421265;541.348816;253.975311;649.198669;674.165405;670.715759;652.150757;724.810364;422.319702;473.940002;269.963470;315.192963;770.713379;449.605499;472.510315;635.861389;552.377258;518.567688;195.268707;294.163696;50.786064;84.150307;73.709816;215.864059;151.313202;127.355568;171.774139;178.489716;118.916222;21.978973;0.000000;25.205200;254.327194;50.735985;219.436447;405.884583;207.183578;233.773071;445.523224;425.551819;463.080292;377.785828;813.310669;592.130310;190.530746;580.684021;46.283630;365.375854;559.914673;361.195923;489.461548;491.781433;358.363129;215.893341;203.406372;467.297729;199.332733;245.611526;350.522705;314.995819;290.643890;320.342773;344.694702;463.703979;329.805145;375.830780;361.451324;420.382080;406.002625;504.468872;494.401825;483.809998;472.665100;566.072144;552.507263;514.694336;500.231293;494.135498;516.880432;388.824921;394.770996;410.925629;435.730164;392.187073;583.152588;531.078186;282.464722;298.830750;224.880783;190.772766;54.567177;407.794678;310.470490;468.486115;371.161957;220.836105;148.786987;281.930023;244.894501;419.099274;432.690826;451.511688;106.151024;731.621765;754.336853;784.347534;346.827118;173.959671;7.662415;560.714966;508.438995;533.147522;524.939819;599.297241;500.686859;538.419128;478.950134;23.111656;497.020691;290.580536;171.310135;26.669024;21.346226;562.179565
HP 163;423.021057;30.287142;562.847229;554.726746;576.304810;588.535522;693.636230;719.972900;726.720459;27.145205;547.180176;488.771545;474.087494;473.682922;451.513733;451.016876;451.097595;6.452530;54.785408;72.390144;90.955162;445.441498;480.030426;507.239563;459.239441;494.130859;520.058411;279.180511;627.908264;652.875000;649.425354;630.860352;703.519958;401.029297;452.649597;295.168671;293.902527;775.587646;428.315063;451.219849;614.570984;531.086853;497.277283;220.473907;319.368866;75.991264;109.355507;98.915016;194.573624;130.022766;138.347992;182.766571;203.694916;144.121429;47.184174;25.205200;0.000000;233.036758;60.727463;244.641647;431.089752;232.388779;212.482635;424.232758;404.261353;441.789825;356.495361;792.020264;570.839905;215.735947;559.393494;21.078430;344.085388;538.624268;386.401093;514.666687;516.986633;383.568298;241.098541;228.611572;468.230408;224.537933;270.816742;375.727905;340.201019;315.849091;345.547974;369.899902;488.909180;355.010315;401.035950;386.656494;445.587250;431.207794;529.674072;519.606995;509.015167;497.870270;591.277222;577.712341;539.899475;525.436401;519.340698;542.085632;414.030090;419.976166;436.130798;460.935333;417.392242;608.357666;556.283325;307.669922;324.035950;250.085983;215.977966;64.558655;386.504211;289.180054;447.195648;349.871490;199.545670;159.779419;260.639587;223.604065;397.808807;411.400360;430.221222;117.143456;710.331360;733.046448;763.057129;325.536652;199.164856;32.867615;585.920044;533.644104;558.352600;550.144897;624.502441;525.892029;563.624329;504.155304;48.316856;522.225891;315.785736;196.515335;50.074791;32.338657;540.889038
HP 165;294.726318;211.739929;343.035431;334.915009;356.493042;368.723785;565.341492;591.678162;598.425720;224.040070;445.873749;268.959717;254.275696;253.871109;231.701920;231.205063;231.285782;235.574539;213.644592;196.039856;177.474838;253.193695;287.782623;297.237488;268.042969;302.934387;311.009735;223.102722;499.613525;524.580261;521.130615;502.565613;575.225220;272.734558;324.354858;239.090881;106.496368;647.292847;219.326401;231.408051;486.276215;402.792114;368.982544;301.440460;219.882111;241.779099;208.414856;256.062134;123.492165;103.014000;136.269012;137.824738;284.661469;185.300125;276.306183;254.327209;233.036774;0.000000;266.776001;314.799316;331.602997;302.546448;141.401184;248.484375;228.512970;221.978012;136.683548;663.725525;442.545166;286.547272;339.581757;227.126984;135.845764;318.812439;286.157227;413.360229;415.680115;284.081543;293.743988;401.762909;339.935669;277.745300;263.564056;367.278107;284.123230;307.399292;337.098175;313.822113;390.600006;255.523560;301.549194;287.169739;346.100494;331.721039;428.367554;418.300507;407.708679;396.563782;489.970795;476.405914;438.593048;424.129974;418.034180;440.779114;314.543335;320.489410;336.644043;361.448578;317.905487;507.051239;454.976898;299.220123;315.586121;320.243652;389.129303;270.607178;210.755814;113.431656;227.383820;130.059677;67.366913;114.837578;84.891190;152.522614;222.060425;235.651978;254.472824;157.473557;582.036621;604.751709;634.762390;94.516800;280.131409;261.989624;484.613617;432.337677;457.046173;448.838470;523.195984;424.585541;462.317810;402.848816;250.455154;420.919373;259.707947;369.666687;279.196808;261.460663;321.077271
HP 166;456.760284;70.329094;596.586487;588.466003;610.044067;622.274780;727.375488;753.712158;760.459717;69.920715;570.467529;522.510803;507.826752;507.422180;485.252991;484.756134;484.836853;55.275887;80.316193;97.920929;116.485947;479.180725;513.769653;540.978821;492.978668;527.870056;553.797607;302.467804;661.647522;686.614258;683.164612;664.599609;737.259216;434.768524;486.388824;318.455963;327.641754;809.326904;462.054291;484.959106;648.310242;564.826111;531.016479;243.761200;342.656189;101.522049;134.886292;122.202301;228.312866;163.762009;163.878784;208.297363;226.982208;169.652206;70.471458;50.735985;60.727463;266.776031;0.000000;267.928955;454.377075;255.676071;246.221878;457.972015;438.000610;475.529083;390.234619;825.759521;604.579163;239.023239;593.132751;39.649033;377.824646;572.363525;409.688416;537.954041;540.273926;406.855621;264.385834;251.898834;501.969635;247.825226;294.104034;399.015198;363.488312;339.136383;368.835266;393.187195;512.196472;378.297638;424.323273;409.943817;468.874573;454.495117;552.961304;542.894287;532.302490;521.157593;614.564575;600.999695;563.186829;548.723755;542.627930;565.372864;437.317413;443.263489;459.418121;484.222656;440.679565;631.645020;579.570679;330.957214;347.323242;273.373291;239.265244;3.831192;420.243469;322.919312;480.934906;383.610748;233.284927;185.310211;294.378845;257.343323;431.548065;445.139618;463.960480;142.674240;744.070618;766.785706;796.796387;359.275909;222.452148;58.398399;609.207397;556.931458;581.639954;573.432251;647.789795;549.179321;586.911682;527.442627;73.847641;545.513184;339.073029;219.802612;47.125893;29.389759;574.628296
HP 167;306.839752;235.040039;556.850769;548.730286;570.308350;582.539062;687.639709;713.976379;720.723938;222.739899;419.243408;482.775085;468.091034;467.686462;445.517273;445.020416;445.101135;238.189133;230.492691;212.887955;194.322937;439.445038;474.033966;501.243103;453.242981;488.134399;514.061951;91.696594;621.911743;646.878479;643.428833;624.863831;697.523438;395.032806;446.653107;75.708435;287.906067;667.981689;422.318604;445.223389;608.574463;525.090332;416.630402;24.288910;191.432037;205.000870;175.073990;145.726654;246.700684;222.594193;189.339188;187.783478;40.946739;140.308075;197.457489;219.436462;244.641663;314.799347;267.928955;0.000000;303.152924;12.252869;224.202011;482.922058;462.950653;435.793365;350.498901;786.023743;538.929382;28.905706;553.397034;265.720093;338.088928;532.627808;258.464264;386.729889;389.049774;255.631470;21.055344;233.070435;364.566071;37.615959;51.235260;156.146423;120.740784;96.267609;125.966492;150.439667;269.448944;227.073486;273.099121;258.719666;313.948456;299.569000;401.737213;391.670166;381.078339;369.933441;463.340454;449.775574;411.962708;397.499634;391.403839;414.148773;286.093262;292.039337;308.193970;329.296539;289.455414;480.420898;428.346558;88.088440;104.454453;5.444336;220.436829;271.760132;445.193512;347.869354;441.199188;343.875031;292.117126;210.770615;353.211060;235.323441;456.498108;470.089661;488.910522;168.134644;704.334839;727.049927;757.060608;319.540192;111.438866;211.774048;457.983276;405.707336;430.415833;422.208130;496.565643;397.955200;435.687469;376.218475;196.324814;394.289032;96.325500;200.974197;220.803055;238.539185;534.892578
HP 168;214.354187;421.488129;477.446960;469.326538;490.904602;503.135345;567.475342;593.812012;600.559570;409.187988;299.079010;403.371277;388.687225;388.282654;366.113464;365.616608;365.697327;424.637207;377.152954;359.548218;340.983215;348.833191;383.422119;410.631256;362.631134;397.522552;423.450073;211.456329;501.747375;526.714111;523.264465;504.699463;577.359070;302.547241;354.167542;227.444489;298.075348;547.817261;331.706757;365.819580;488.410065;404.925964;324.144836;302.936066;190.290894;355.098511;321.734253;332.174744;263.504364;328.055206;293.590363;249.171799;286.941925;286.968353;383.905579;405.884552;431.089722;331.602997;454.377075;303.152893;0.000000;290.900024;283.237061;499.725708;479.754303;421.681732;336.387268;665.859375;418.764954;274.900879;473.993286;452.168152;335.549500;453.223969;167.058777;235.735825;238.055725;47.521454;282.097565;477.875580;272.080505;266.098907;251.917664;195.309204;229.932343;254.405518;224.706635;200.233459;81.224182;76.079437;30.053802;44.433258;36.724670;51.104126;250.743164;240.676117;230.084290;218.939392;343.176056;329.611176;291.798309;277.335236;240.409790;263.154724;135.099213;11.113586;5.041046;52.072754;46.410095;360.256500;308.182159;262.584686;278.950684;308.597229;465.241974;458.208252;461.997162;364.673004;427.087555;329.763397;353.505432;272.158936;414.599365;294.358490;473.301758;486.893311;505.714172;314.794922;584.170471;606.885559;636.896240;336.343842;356.244019;398.222137;337.818878;285.542938;310.251434;302.043732;347.430237;246.961151;284.693420;225.224426;382.772888;243.294998;248.061554;445.779358;407.251160;424.987305;455.488800
